date,branch_id,branch_name,dish_id,dish_name,category,quantity,revenue,event_flag,weather_condition,temperature,precipitation_mm
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,215,13975000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,72,4680000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,78,4290000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,162,8910000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,131,7860000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,91,5915000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,128,4480000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,51,2550000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,76,4560000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,56,2240000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,27,945000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,45,2250000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,318,8904000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,82,2460000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,75,2625000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,81,2430000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,113,4294000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,83,3486000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,44,1980000,,nang_dep,30.1,0.0
2025-10-28,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,70,2450000,,nang_dep,30.1,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,130,7800000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,73,4015000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,159,10335000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,107,6955000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,98,5390000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,251,13805000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,147,8820000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D08,Cơm Tấm Sườn Bì Chả,Món Khô,193,12545000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,258,9030000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,83,4150000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,54,3240000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,82,3280000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,49,1715000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,82,4100000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,399,11172000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D16,Bạc Xỉu Đá,Cà Phê,219,6570000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D17,Cà Phê Muối Xứ Huế,Cà Phê,123,4305000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D18,Americano Đá,Cà Phê,136,4080000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,145,5510000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,187,7854000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,83,3735000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_01,FoodFlow Quận 1,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,77,2695000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D01,Phở Bò Tái Nạm,Món Nước,78,4680000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D02,Phở Gà Ta Lá Chanh,Món Nước,48,2640000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D03,Bún Chả Hà Nội,Món Khô,128,8320000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D04,Bún Bò Huế Cốt Đậm,Món Nước,59,3835000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D05,Bún Thịt Nướng Chả Giò,Món Khô,72,3960000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,197,10835000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,107,6420000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D08,Cơm Tấm Sườn Bì Chả,Món Khô,152,9880000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,343,12005000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,81,4050000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,62,3720000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,47,1880000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,107,3745000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,130,6500000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,300,8400000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D16,Bạc Xỉu Đá,Cà Phê,164,4920000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D17,Cà Phê Muối Xứ Huế,Cà Phê,161,5635000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D18,Americano Đá,Cà Phê,60,1800000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,244,9272000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,326,13692000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,107,4815000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_02,FoodFlow Cầu Giấy,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,74,2590000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D01,Phở Bò Tái Nạm,Món Nước,141,8460000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D02,Phở Gà Ta Lá Chanh,Món Nước,104,5720000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,204,13260000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,78,5070000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,64,3520000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,113,6215000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,131,7860000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,96,6240000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,100,3500000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,47,2350000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,63,3780000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,70,2800000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,33,1155000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,54,2700000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,260,7280000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,91,2730000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,85,2975000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,71,2130000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,115,4370000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,94,3948000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,56,2520000,,nang_dep,30.0,0.0
2025-10-29,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,78,2730000,,nang_dep,30.0,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,133,7980000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,93,5115000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,138,8970000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,109,7085000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,112,6160000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,263,14465000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,173,10380000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D08,Cơm Tấm Sườn Bì Chả,Món Khô,232,15080000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,287,10045000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,78,3900000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,55,3300000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,67,2680000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,42,1470000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,66,3300000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,346,9688000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D16,Bạc Xỉu Đá,Cà Phê,180,5400000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D17,Cà Phê Muối Xứ Huế,Cà Phê,118,4130000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D18,Americano Đá,Cà Phê,142,4260000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,167,6346000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,144,6048000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,94,4230000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_01,FoodFlow Quận 1,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,68,2380000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D01,Phở Bò Tái Nạm,Món Nước,77,4620000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D02,Phở Gà Ta Lá Chanh,Món Nước,40,2200000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D03,Bún Chả Hà Nội,Món Khô,96,6240000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D04,Bún Bò Huế Cốt Đậm,Món Nước,57,3705000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D05,Bún Thịt Nướng Chả Giò,Món Khô,81,4455000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,227,12485000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,101,6060000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D08,Cơm Tấm Sườn Bì Chả,Món Khô,136,8840000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,254,8890000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,82,4100000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,44,2640000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,46,1840000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,99,3465000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,155,7750000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,325,9100000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D16,Bạc Xỉu Đá,Cà Phê,170,5100000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D17,Cà Phê Muối Xứ Huế,Cà Phê,163,5705000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D18,Americano Đá,Cà Phê,74,2220000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,259,9842000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,366,15372000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,117,5265000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_02,FoodFlow Cầu Giấy,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,78,2730000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D01,Phở Bò Tái Nạm,Món Nước,130,7800000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D02,Phở Gà Ta Lá Chanh,Món Nước,112,6160000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,205,13325000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,87,5655000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,70,3850000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,142,7810000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,151,9060000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,82,5330000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,110,3850000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,48,2400000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,80,4800000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,78,3120000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,33,1155000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,43,2150000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,291,8148000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,96,2880000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,79,2765000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,48,1440000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,100,3800000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,85,3570000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,44,1980000,,nang_dep,29.3,0.0
2025-10-30,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,68,2380000,,nang_dep,29.3,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,118,7080000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,97,5335000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,166,10790000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,114,7410000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,133,7315000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,215,11825000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,163,9780000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D08,Cơm Tấm Sườn Bì Chả,Món Khô,207,13455000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,269,9415000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,72,3600000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,53,3180000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,75,3000000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,48,1680000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,64,3200000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,522,14616000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D16,Bạc Xỉu Đá,Cà Phê,176,5280000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D17,Cà Phê Muối Xứ Huế,Cà Phê,160,5600000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D18,Americano Đá,Cà Phê,132,3960000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,163,6194000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,209,8778000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,72,3240000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_01,FoodFlow Quận 1,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,92,3220000,,nang_dep,28.6,0.0
2025-10-31,BRANCH_02,FoodFlow Cầu Giấy,D01,Phở Bò Tái Nạm,Món Nước,69,4140000,,nang_dep,28.6,0.0
